ID,Positions
Q16827,S156
O95486,S156
O95486,S157
O95486,T160
O95486,S162
O95486,T165
O95486,T169
O95486,S175
O95486,S176
O95486,S314
O95486,S961
O75179,S156
O75179,T1537
O75179,T1540
O75179,T1541
O75179,S1635
O75179,T1644
O75179,T1645
O75179,T1646
O75179,S1820
O75179,S1821
O75179,T1824
O75179,T1825
O75179,T1826
O75179,T1830
O75179,T1838
O75179,T1839
O75179,S1844
O75179,T1845
O75179,T1848
O75179,T1850
O75179,T1853
O75179,S1858
O75179,T2001
O75179,T2005
O75179,S2006
O75179,T2022
O75179,S2041
O75179,T2175
O75179,T2185
O75179,S2192
O75179,S2194
O75179,S2288
O75179,S2303
O75179,S2373
O75179,T2379
O75179,S2382
O75179,S2383
O75179,S2395
O75179,S2401
O75179,S2441
Q9H9G7,S156
Q9H9G7,T157
Q02297,S157
Q6ZTR7,S157
Q9UBU7,S157
Q9UBU7,S160
Q9UBU7,T210
Q9UBU7,T212
Q15287,S157
Q15287,T161
P08922,S1570
P08922,S1577
P08922,S1581
Q15643,S1577
Q8NFD5,S1577
P30085,S158
Q8N7C4,S158
Q7L5A8,S158
Q14671,S158
Q14671,S159
Q14671,S180
Q14671,S212
Q14671,S665
Q14671,T720
Q14671,S721
Q14671,S722
Q14671,S786
Q14671,S797
Q14671,S799
Q14671,S800
Q14671,S802
Q14671,S803
Q14671,S806
Q14671,S808
Q14671,S809
Q14671,T810
Q14671,S813
Q14671,S814
Q14671,S815
P35613,S158
P35613,S162
P35613,T167
P35613,S270
Q9BTE3,S158
Q9BTE3,S269
Q96N76,S158
Q96N76,S542
Q14980,S158
Q14980,T159
Q14980,S745
Q14980,S962
Q14980,T963
Q14980,S1317
Q14980,T1489
Q14980,S1800
Q14980,S1837
Q14980,S1840
Q14980,S1844
Q14980,S1847
Q14980,T2092
Q14980,T2093
Q14980,T2094
Q14980,S2096
Q14980,T2099
Q14980,T2106
Q8TCQ1,S158
Q8TCQ1,T160
Q9BQI6,S158
Q9BQI6,T750
Q99674,S159
Q96F45,S159
Q96JM4,S1590
Q68J44,S16
Q08378,S16
Q08378,S115
Q08378,T664
Q08378,S1340
Q9UGJ0,S16
Q9UGJ0,T156
Q9UGJ0,T165
Q9UGJ0,T167
Q92766,S16
Q92766,T19
Q92766,S120
Q92766,S485
Q92766,T517
Q92766,S541
Q92766,T1094
Q92766,T1528
P15121,S160
P52907,S160
Q8NA03,S160
Q14CM0,S160
Q14CM0,S521
O60907,S160
O60907,T169
Q5VT25,S1609
Q5VT25,S1632
Q92569,S161
P54252,S161
P27816,S161
P27816,T173
P27816,S329
P27816,T349
P27816,S358
P27816,S580
P27816,S659
P27816,T681
P27816,T707
P27816,S742
P27816,S760
P27816,S787
P27816,S789
P27816,S793
P27816,S797
P27816,T804
P27816,T810
P27816,T811
P27816,S853
P27816,T864
P27816,S914
P27816,S921
P27816,S928
P27816,T966
P27816,T975
P81877,S161
P81877,S233
P81877,S234
P81877,S236
Q8IYK8,S161
Q12830,S1617
Q12830,S1626
Q12830,T1709
Q12830,T1712
Q12830,T1716
Q12830,T1738
Q12830,S1741
Q12830,S1742
Q12830,T1743
Q12830,S1749
Q12830,T1750
Q12830,T1752
Q12830,T1753
Q12830,T1754
Q12830,T1755
Q12830,T1756
Q12830,T1757
Q12830,T1759
Q12830,S1762
Q12830,T2056
Q12830,S2057
Q12830,T2058
Q12830,T2059
Q12830,S2060
Q12830,S2081
Q12830,S2083
Q12830,T2085
Q12830,T2086
Q12830,T2088
Q12830,T2094
Q12830,S2098
Q12830,T2101
Q12830,T2103
Q12830,S2140
Q12830,S2141
Q12830,T2144
Q12830,T2148
Q12830,T2192
Q12830,S2229
Q12830,T2230
Q12830,S2233
Q12830,T2237
Q12830,S2239
Q12830,S2240
Q12830,T2241
Q12830,S2246
Q12830,S2261
Q12830,T2338
Q12830,T2342
Q12830,T2343
Q12830,T2345
Q12830,T2346
Q12830,S2348
Q12830,T2349
Q12830,T2350
Q12830,T2351
Q12830,T2352
Q14165,S162
Q49AA0,S162
Q9Y4E6,S162
Q9Y6W3,S162
O95865,S162
O95865,S167
O95865,S170
O95865,S261
Q96I24,S162
Q96I24,S172
Q96I24,T428
Q96I24,S442
Q96I24,S457
Q96I24,S528
Q96I24,S532
Q96I24,S569
Q9NXV6,S162
Q9NXV6,S209
Q9NXV6,S212
Q9NXV6,S277
Q9NXV6,S308
Q9NXV6,S311
Q9NXV6,S312
Q9NXV6,T323
Q9NXV6,S324
Q9NXV6,S328
Q9NXV6,S330
Q9NXV6,S332
Q9NXV6,S337
Q9NXV6,T346
Q9NXV6,S349
Q9NXV6,S350
Q9NXV6,S351
Q9NXV6,S352
Q9NXV6,T353
Q9NXV6,S356
Q9NXV6,T359
Q9NXV6,S360
Q9NXV6,S369
Q9NXV6,S373
Q9NXV6,S375
Q9NXV6,T379
Q9NXV6,S385
Q9NXV6,S387
Q9NXV6,T388
Q9NXV6,S389
Q9NXV6,S398
Q9NXV6,S411
P02730,S162
P02730,S224
P02730,S745
O75311,S162
O75311,T166
O75311,S170
Q9Y4G6,S1621
Q9Y4G6,T2031
Q9Y4G6,S2036
Q9NYQ6,S1625
Q9NYQ6,T2979
Q92621,S163
Q92621,S1128
Q13427,S163
Q13427,S525
Q13427,S658
Q96K21,S163
Q96K21,T164
Q96K21,S165
Q96K21,S167
Q99973,S163
Q99973,T181
Q99973,S920
P31629,S163
P31629,T251
P31629,S384
P31629,S392
P31629,S404
P31629,S412
P31629,T416
P31629,S420
P31629,S439
P31629,T441
P31629,T442
P31629,T443
P31629,S500
P31629,S511
P31629,S545
P31629,S549
P31629,S924
P31629,S1050
P31629,S1057
P31629,S1062
P31629,T1274
P31629,T1278
P31629,S1283
P31629,S1286
P31629,S1320
P31629,S1325
P31629,S1328
P31629,T1377
P31629,T1380
P31629,S1945
P31629,S1961
P31629,T1974
P31629,S1977
P31629,S2157
Q5VZ89,S1634
Q5VZ89,T1636
O75396,S164
P21926,S164
P35711,S164
P51858,S165
Q9NYB5,S165
Q96SB8,S165
Q15059,S165
Q15059,S178
Q15059,T181
Q15059,T248
Q15059,T249
Q15059,T253
P38159,S165
P38159,S365
Q02809,S165
Q02809,T199
Q8IVW6,S165
Q8IVW6,T408
Q8IVW6,S411
Q8IVW6,T416
Q8IVW6,S558
P0CAP2,S166
Q15645,S166
Q15645,T170
Q15645,S179
Q9NYJ8,S166
Q9NYJ8,T180
Q9NYJ8,T348
Q9NYJ8,S349
Q9NYJ8,S350
Q9NYJ8,T351
Q9NYJ8,S354
Q9NYJ8,S357
Q9NYJ8,T359
Q9NYJ8,S447
Q9NYJ8,T456
Q9NYJ8,T460
Q01995,S166
Q01995,T191
Q92619,S166
Q92619,T444
P42166,S167
P42166,S291
P42166,S292
P42166,S295
Q99607,S167
Q99607,T330
P25686,S168
Q8TDF6,S168
Q8NBI3,S168
Q9NP80,S168
P68371,S168
P68371,S172
P68371,T285
P68371,T290
P68371,T366
P68371,S382
Q01433,S168
Q01433,S208
Q9Y2V7,S168
Q9Y2V7,T173
Q13951,S169
Q6YHU6,S169
Q5T5P2,S169
Q5T5P2,S357
Q5T5P2,S743
Q5T5P2,S880
Q8NEZ2,S169
Q8NEZ2,T171
Q8NEZ2,S172
Q8NEZ2,S174
Q8NEZ2,T178
Q8NEZ2,S180
Q8NEZ2,S182
Q8NEZ2,T183
Q8NEZ2,T184
Q8NEZ2,T188
Q8NEZ2,T215
Q9HCF6,S1693
P02794,S17
Q5T1J5,S17
Q9UBC0,S17
P56385,S17
A6PVY3,S17
A6PVY3,T20
Q14106,S170
O75367,S170
Q1RN00,S170
Q1RN00,S172
Q9NPR9,S170
Q9NPR9,S173
Q8IWB9,S170
Q8IWB9,S175
Q8IWB9,S176
Q8IWB9,S178
Q8IWB9,S183
P50416,S170
P50416,S315
Q12788,S170
Q12788,T173
P04004,S171
Q9Y3P8,S171
Q16875,S171
Q16875,S172
Q16629,S171
Q16629,S181
Q16629,S227
Q68D51,S171
Q68D51,S370
P50616,S171
P50616,T172
Q8NFG4,S171
Q8NFG4,T174
Q96A73,S171
Q96A73,T175
O95259,S171
O95259,T866
Q15904,S172
Q5T7N3,S172
Q9BUL9,S172
Q9H788,S172
Q5S007,S1721
O60637,S173
Q96BZ4,S173
Q96JA4,S173
Q96JA4,T175
Q96JA4,S178
O43402,S173
O43402,S177
O43561,S173
O43561,S178
O43561,S183
Q9BSQ5,S173
Q9BSQ5,S393
P56282,S174
Q13516,S174
Q96FF7,S174
Q96FF7,T178
Q96S16,S174
Q96S16,T203
Q9P0J7,S175
P10144,S175
O00763,S1752
Q7Z589,S176
Q7Z589,S228
Q7Z589,T230
Q7Z589,T232
Q7Z589,S236
Q7Z589,S238
Q7Z589,S242
Q7Z589,S247
Q7Z589,T262
Q7Z589,T264
Q7Z589,S267
Q7Z589,T268
Q7Z589,T270
Q7Z589,T271
Q7Z589,T273
Q7Z589,T274
Q7Z589,T282
Q7Z589,T283
Q7Z589,S284
Q7Z589,S286
Q7Z589,S287
Q7Z589,T288
Q7Z589,S295
Q7Z589,S391
Q7Z589,T476
Q7Z589,T501
Q7Z589,T502
Q7Z589,T504
Q7Z589,T506
Q7Z589,T509
Q7Z589,T511
Q7Z589,T514
Q7Z589,S516
Q7Z589,S518
Q7Z589,T534
Q7Z589,T535
Q7Z589,S536
Q7Z589,S538
Q7Z589,T541
Q7Z589,S546
Q7Z589,S556
Q7Z589,S557
Q7Z589,S561
Q7Z589,T563
Q7Z589,T564
Q7Z589,T565
Q7Z589,T568
Q7Z589,T573
Q7Z589,S574
Q7Z589,T868
Q7Z589,S876
Q7Z589,T880
Q7Z589,T882
Q7Z589,S883
Q7Z589,T1088
Q7Z589,S1090
Q7Z589,T1098
Q7Z589,T1115
Q7Z589,T1117
Q7Z589,T1120
Q7Z589,S1123
Q7Z589,S1124
Q7Z589,T1129
Q7Z589,S1130
Q7Z589,T1133
Q7Z589,S1134
P49321,S176
P49321,T291
P49321,S408
P49321,S608
P49321,T673
P49321,S677
P49321,S678
P49321,T679
P49321,S680
P49321,T683
P49321,S689
P49321,S706
P49321,T710
Q9H7J1,S177
Q14689,S177
Q14689,S178
Q9H7S9,S177
Q9H7S9,S179
Q9H7S9,S196
Q9H7S9,S210
Q9H7S9,S259
Q8WU20,S177
Q8WU20,S329
Q92794,S1772
Q92794,S1774
Q92794,T1778
Q92794,S1779
Q5VU43,S1777
Q5VU43,S1778
P82650,S178
P20849,S178
Q8IVT2,S178
Q8IVT2,S228
Q8IVT2,S466
Q8N1I0,S1787
Q8N1I0,T1797
Q8N1I0,S1921
Q9Y566,S1788
Q9Y566,T1790
Q9Y566,T1794
Q9Y566,S1869
Q9NQL9,S179
O95260,S179
O95260,S183
Q14997,S179
Q14997,T380
A8MWD9,S18
Q9UIJ7,S18
Q92903,S18
Q08495,S18
Q08495,S110
Q8IYA8,S18
Q8IYA8,S34
O75628,S18
O75628,T19
P02545,S18
P02545,T27
P02545,T91
P02545,S268
P02545,S423
P02545,T585
P02545,S599
P02545,S601
P02545,S603
P02545,S612
P02545,S613
P02545,S615
P02545,S616
P02545,S618
P02545,S619
P02545,T621
P02545,T623
P02545,S628
P02545,S636
P02545,T643
O00267,S18
O00267,T658
O00267,S763
Q969H0,S180
P19622,S180
Q92819,S180
Q92819,S221
Q53H54,S180
Q53H54,T367
Q53H54,T368
Q14244,S181
Q86UB9,S181
Q06830,S181
P09769,S181
P09769,S183
P26196,S181
P26196,T327
P26196,S330
Q15746,S1812
Q9H8S5,S182
Q92620,S182
Q92620,S188
P23769,S182
P23769,S192
P23769,S196
P23769,T218
Q4VCS5,S182
Q4VCS5,T195
Q4VCS5,S213
Q4VCS5,T776
Q9H9Z2,S183
Q99627,S183
Q07108,S183
Q9P2N5,S183
Q9P2N5,S187
Q9P2N5,S407
Q9P2N5,T410
Q9P2N5,T511
Q9P2N5,T513
Q9P2N5,T522
Q9P2N5,S523
Q9P2N5,T539
Q9P2N5,S546
Q9P2N5,S549
Q9P2N5,T552
Q9P2N5,S738
U3KPZ7,S183
U3KPZ7,S187
U3KPZ7,T386
U3KPZ7,S407
U3KPZ7,T467
U3KPZ7,S468
U3KPZ7,T484
U3KPZ7,S491
U3KPZ7,S494
U3KPZ7,S683
Q5T481,S183
Q5T481,S192
Q6PI47,S183
Q6PI47,S292
P63104,S184
Q9NP81,S184
P16455,S184
P48723,S185
P50579,S185
P30086,S185
Q96HP0,S185
P08575,S185
P08575,T187
P08575,T193
P08575,S194
Q7Z442,S1851
Q7Z442,S1852
Q9Y6J0,S1855
Q14761,S186
Q13098,S186
P02765,S186
Q5JTV8,S186
Q5JTV8,S266
Q5JTV8,T270
Q5JTV8,S309
Q5JTV8,S400
Q96AE7,S186
Q96AE7,S706
Q9BZF2,S186
Q9BZF2,T638
Q9H7D0,S1860
Q9H7D0,S1865
O75934,S187
Q8WW24,S187
O75582,S187
Q00839,S187
Q00839,S188
Q00839,S192
Q00839,T197
Q00839,S799
Q02086,S187
Q02086,S188
Q02086,S196
Q02086,S371
Q9BZE9,S187
Q9BZE9,S246
Q9BZE9,S410
P04062,S187
P04062,S310
O15553,S187
O15553,S442
Q8NBQ5,S188
Q9BW71,S188
O00487,S188
Q9HAW0,S188
P78337,S188
P78337,T196
Q15772,S1880
Q9P2D3,S1880
Q5I0G3,S189
P17039,S189
P31942,S189
Q14008,S1898
Q14008,S1904
Q9NZL4,S19
Q13151,S19
Q13151,S21
Q8IXM3,S19
Q8IXM3,S23
O43301,S19
O43301,S663
Q3MJ13,S19
Q3MJ13,T21
Q3MJ13,S212
P35659,S19
P35659,T259
Q09028,S190
Q96N67,S190
Q66PJ3,S190
A0A1B0GUY1,S190
A0A1B0GUY1,S199
Q8IUD6,S190
Q8IUD6,S278
Q96JM3,S190
Q96JM3,S325
Q96JM3,S344
Q96JM3,T362
Q96JM3,S364
Q96JM3,S366
Q96JM3,S367
Q96JM3,S369
Q12907,S191
Q9H147,S191
P30530,S191
P30530,S347
B5MCY1,S1915
Q5VUR7,S192
P26374,S192
P21291,S192
O60504,S192
Q9P273,S1923
Q9P273,T1926
Q9P273,S1967
Q99798,S193
P36543,S193
Q06416,S193
Q8TD35,S193
Q9NX95,S194
Q5H9E4,S194
Q96ET8,S194
O43709,S194
P07858,S194
Q71F23,S194
Q71F23,S215
Q96GY0,S194
Q96GY0,S247
Q14494,S195
P49589,S195
Q7Z7C7,S195
Q9NXE8,S195
Q9NXE8,S196
P05026,S195
P05026,T198
Q12923,S1954
Q12923,S1957
Q2VWP7,S196
Q53QZ3,S196
P60201,S196
Q96AT9,S196
Q6ZRS2,S196
Q6ZRS2,S1124
Q6ZRS2,S1125
Q6ZRS2,S1126
Q6ZRS2,S1186
Q6ZRS2,T2406
Q6ZRS2,T2412
Q6ZRS2,S2416
Q6ZRS2,T2420
Q96PE2,S1961
Q96PE2,T1963
Q96PE2,T1970
Q6Q759,S1969
Q8WU79,S197
P08887,S197
B1APH4,S197
B1APH4,T198
Q86YN6,S197
Q86YN6,T198
Q8NBJ9,S198
P98172,S198
P98172,S201
P50897,S199
Q8IXJ9,S199
P43489,S199
Q9Y639,S199
Q8TAK5,S199
Q8TAK5,T201
Q8TAK5,T205
Q8TAK5,S207
Q8TAK5,T222
P98171,S199
P98171,T202
P98171,T203
P98171,T204
P98171,T208
P98171,T686
P98171,S906
P98171,S913
P11137,S199
P11137,T241
P11137,T335
P11137,S502
P11137,T522
P11137,T851
P11137,S1082
P52564,S2
P13378,S2
Q9P0M6,S2
O95147,S2
Q17RB8,S2
Q9Y243,S2
Q96AQ1,S2
Q9BSH4,S2
P46527,S2
P46527,S106
P46527,S110
P46527,T157
P46527,T198
O75376,S2
O75376,S3
O75376,S4
O75376,S14
O75376,S24
O75376,T28
O75376,T32
O75376,S45
O75376,S46
O75376,S51
O75376,S54
O75376,S123
O75376,T1026
O75376,T1027
O75376,T1030
O75376,S1039
O75376,S1040
O75376,T1042
O75376,T1043
O75376,S1050
O75376,T1064
O75376,S1073
O75376,T1075
O75376,S1082
O75376,S1114
O75376,S1263
O75376,S1266
O75376,T1449
O75376,S1450
O75376,S1453
O75376,S1454
O75376,S1457
O75376,T1479
O75376,S1480
O75376,T1484
O75376,S1487
O75376,T1491
O75376,S1493
O75376,S1545
O75376,S1806
O75376,S1812
O75376,S1857
O75376,S1861
O75376,S1877
O75376,T1883
O75376,S1884
O75376,S1885
O75376,S1889
O75376,S1913
O75376,T1925
O75376,T1926
O75376,T1928
O75376,S2033
O75376,S2034
O75376,S2069
O75376,S2070
O75376,T2078
O75376,S2079
O75376,T2080
O75376,S2084
O75376,S2086
O75376,S2219
O75376,T2233
O75376,T2242
O75376,S2246
O75376,T2299
O15178,S2
O15178,S3
O15178,T6
O15178,S8
Q8IWR0,S2
Q8IWR0,S376
O14990,S2
O14990,S4
O95721,S2
O95721,S61
O95721,T130
O95721,S153
Q16181,S2
Q16181,S7
Q16181,S124
Q8N3Y7,S2
Q8N3Y7,S7
Q8N3Y7,S8
O95487,S2
O95487,S7
O95487,S8
O95487,S13
O95487,S139
O95487,S142
O95487,S147
O95487,S149
O95487,S197
O95487,T212
O95487,S226
O95487,S228
O95487,T232
O95487,S235
O95487,S238
O95487,S245
O95487,S253
O95487,S255
O95487,S258
O95487,T259
O95487,T261
O95487,S269
O95487,T270
O95487,T279
O95487,S281
O95487,T292
O95487,S296
O95487,S310
O95487,S311
O95487,S315
O95487,T316
O95487,S319
O95487,T327
O95487,T329
O95487,T332
O95487,T341
O95487,S342
O95487,T344
O95487,S347
O95487,S660
Q13769,S2
Q13769,S74
Q13769,T285
Q13769,S287
Q13769,S293
Q9Y520,S2
Q9Y520,S779
Q9Y520,S1233
Q9Y520,S1280
Q9Y520,S1282
Q9Y520,S2013
Q9Y520,S2021
Q9Y520,S2061
Q9Y520,S2149
Q9Y520,T2155
Q9Y520,T2166
Q9Y520,S2175
Q9Y520,S2186
Q9Y520,T2188
Q9Y520,T2191
Q9Y520,T2192
Q9Y520,S2194
Q9Y520,S2195
Q9Y520,S2196
Q9Y520,T2200
Q9Y520,T2203
Q9Y520,T2211
Q9Y520,T2221
Q9Y520,T2229
Q9Y520,S2233
Q9Y520,S2235
Q9Y520,T2237
Q9Y520,S2238
Q9Y520,T2242
Q9Y520,T2243
Q9Y520,S2245
Q9Y520,T2247
Q9Y520,S2260
Q9Y520,S2268
Q9Y520,T2271
Q9Y520,S2272
Q9Y520,T2273
Q9Y520,T2279
Q9Y520,S2282
Q9Y520,S2284
Q9Y520,S2286
Q9Y520,S2289
Q9Y520,S2330
Q9Y520,T2331
Q9Y520,T2332
Q9Y520,T2349
Q9Y520,S2354
Q9Y520,S2356
Q9Y520,S2380
Q9Y520,S2382
Q9Y520,T2400
Q9Y520,S2409
Q9Y520,S2421
Q9Y520,T2424
Q9Y520,S2425
Q9Y520,S2446
Q9Y520,S2454
Q9Y520,S2461
Q9Y520,S2462
Q9Y520,S2469
Q9Y520,S2477
Q9Y520,S2479
Q9Y520,S2482
Q9Y520,S2486
Q9Y520,T2488
Q9Y520,S2531
Q9Y520,T2583
Q9Y520,S2589
Q9Y520,S2592
Q9Y520,S2633
Q9Y520,T2644
Q9Y520,T2673
Q9Y520,S2680
Q9Y520,T2681
Q9Y520,T2684
Q9Y520,S2685
Q9Y520,S2686
Q9Y520,T2691
Q9Y520,S2692
Q9Y520,T2693
Q9Y520,S2694
Q9Y520,T2717
Q9Y520,T2721
A0A183,S2
A0A183,S8
Q9HD90,S2
Q9HD90,S8
V9GYH0,S2
V9GYH0,S9
Q3YBR2,S2
Q3YBR2,S9
Q3YBR2,S10
Q96HA7,S2
Q96HA7,S912
Q96HA7,S915
Q96HA7,S918
Q96HA7,S919
P07355,S2
P07355,T153
Q9C0B0,S2
Q9C0B0,T20
Q9C0B0,S565
Q9C0B0,S576
P53396,S2
P53396,T490
O15511,S2
O15511,T5
O15511,S8
P16118,S2
P16118,T9
P37198,S2
P37198,T9
P37198,T13
P37198,T17
P37198,T20
P37198,T23
P37198,T25
P37198,T26
P37198,T27
P37198,T30
P37198,S33
P37198,S35
P37198,T36
P37198,S37
P37198,T39
P37198,T52
P37198,S53
P37198,T54
P37198,S56
P37198,T57
P37198,S61
P37198,T64
P37198,T66
P37198,T69
P37198,T71
P37198,T72
P37198,T75
P37198,T78
P37198,S89
P37198,S95
P37198,S100
P37198,T102
P37198,T105
P37198,S112
P37198,S118
P37198,S119
P37198,T122
P37198,S126
P37198,S127
P37198,T128
P37198,T130
P37198,S131
P37198,S132
P37198,T135
P37198,T138
P37198,S145
P37198,T146
P37198,T147
P37198,S148
P37198,T153
P37198,T154
P37198,S155
P37198,S159
P37198,T161
P37198,S169
P37198,S175
P37198,S179
P37198,T183
P37198,T187
P37198,T191
P37198,T194
P37198,T198
P37198,T199
P37198,T203
P37198,T209
P37198,T211
P37198,T215
P37198,S216
P37198,S224
P37198,T227
P37198,T230
P37198,S231
P37198,S232
P37198,T234
P37198,T235
P37198,S238
P37198,T241
P37198,T244
P37198,T245
P37198,T250
P37198,T253
P37198,S265
P37198,T269
P37198,T270
P37198,S272
P37198,S304
P37198,T306
P37198,T311
P37198,S325
P37198,S374
Q15596,S2
Q15596,T964
Q9NR82,S20
Q9H6K4,S20
P27449,S20
P27449,S26
P27449,T39
Q5T6F2,S20
Q5T6F2,S277
Q5T6F2,S303
Q5T6F2,S306
Q5T6F2,S310
Q5T6F2,S314
Q5T6F2,T372
Q5T6F2,S373
Q5T6F2,S384
Q5T6F2,T389
Q5T6F2,T390
Q5T6F2,T391
Q5T6F2,S393
Q5T6F2,T394
Q5T6F2,S398
Q5T6F2,T399
Q5T6F2,S400
Q5T6F2,T404
Q5T6F2,T405
Q5T6F2,S407
Q5T6F2,T414
Q5T6F2,S415
Q5T6F2,S417
Q5T6F2,S418
Q5T6F2,S421
Q5T6F2,S427
Q5T6F2,S446
Q5T6F2,T450
Q5T6F2,S485
Q5T6F2,T486
Q5T6F2,T487
Q5T6F2,S492
Q5T6F2,S494
Q5T6F2,S552
Q5T6F2,S565
Q5T6F2,S630
Q5T6F2,S633
Q5T6F2,S634
Q5T6F2,S635
Q5T6F2,S637
Q5T6F2,T641
Q5T6F2,S737
Q5T6F2,S776
Q5T6F2,S987
Q5T6F2,S988
Q5T6F2,S994
Q5T6F2,S1004
Q5T6F2,S1006
Q5T6F2,S1007
Q5T6F2,S1008
Q5T6F2,T1009
Q5T6F2,T1010
Q5T6F2,T1016
Q5T6F2,S1095
Q5T6F2,S1104
Q5T6F2,S1114
Q5T6F2,T1118
Q13523,S20
Q13523,S356
Q8NDC0,S20
Q8NDC0,S44
Q8NDC0,S47
Q8NDC0,S48
Q8NDC0,S51
Q8NDC0,S56
Q8NDC0,T58
Q8NDC0,S60
Q8NDC0,T61
P30622,S20
P30622,T21
P30622,T25
P30622,T36
P30622,T119
P30622,T139
P30622,T140
P30622,S143
P30622,T189
P30622,T302
P30622,S304
P30622,S989
Q9ULL5,S201
Q9ULL5,S202
Q9ULL5,T363
Q86VI3,S201
Q86VI3,S944
P51884,S201
P51884,T209
Q9Y6R4,S201
Q9Y6R4,T300
Q9Y6R4,T1359
Q9Y6R4,S1362
Q9Y6R4,T1365
P20807,S202
Q6UXH1,S202
P55786,S203
Q8IWY9,S203
Q99959,S203
A6NC86,S203
Q6NYC8,S203
Q6NYC8,S524
Q6NYC8,S557
Q8IZ81,S203
Q8IZ81,T212
Q8IZ81,S217
Q8WTW3,S204
P52746,S204
P52746,S1072
P52746,S1076
Q9NTX5,S205
Q8NBL1,S205
Q6P5Z2,S205
Q68DK7,S205
Q68DK7,S252
Q86VF7,S205
Q86VF7,T590
Q86TZ1,S206
P17027,S206
P60827,S206
Q8TF44,S206
Q96CV9,S206
Q96CV9,S212
P49750,S206
P49750,S227
P49750,S228
P49750,S231
P49750,S236
P49750,T478
P49750,S481
P49750,S484
P49750,S529
P49750,S556
P49750,S676
P49750,T684
P49750,T747
P49750,S751
P49750,S1897
Q9BVP2,S207
Q9ULH7,S207
Q9ULH7,S209
Q9ULH7,S211
Q9ULH7,T214
Q9ULH7,T215
Q9ULH7,T217
Q9ULH7,S647
Q9ULH7,S655
Q9ULH7,S921
Q9ULH7,S924
Q96HD1,S207
Q96HD1,S212
Q8IYA6,S207
Q8IYA6,S213
Q8IYA6,T217
Q8IYA6,S234
O43823,S207
O43823,S216
O43823,S217
O43823,S221
O43823,T222
O75400,S207
O75400,S709
Q9HCU4,S2072
Q13535,S2075
Q13535,S2414
Q96MW7,S208
P25440,S208
P25440,S211
P25440,S219
P25440,S220
P25440,T235
P25440,T236
Q14584,S208
Q14584,S308
Q9BWF3,S208
Q9BWF3,T279
Q9BWF3,S280
Q9BWF3,T285
Q9BWF3,T297
Q9BWF3,S300
Q9BWF3,T301
Q9BWF3,S302
Q9BWF3,T315
Q9BWF3,S331
P51148,S209
Q13043,S209
Q8IVE3,S209
Q7Z7C8,S209
Q7Z7C8,T220
Q7Z7C8,T225
Q7Z7C8,S230
P61604,S21
Q7Z5P4,S21
O00470,S21
Q14699,S21
P62937,S21
Q8IUD2,S21
Q8IUD2,S134
Q8IUD2,S137
Q8IUD2,T138
Q8IUD2,S142
Q8IUD2,S890
P49748,S21
P49748,S52
Q86U90,S21
Q86U90,T150
P52948,S21
P52948,T22
P52948,T27
P52948,S55
P52948,T57
P52948,S69
P52948,T73
P52948,S74
P52948,T75
P52948,S76
P52948,T77
P52948,T83
P52948,S84
P52948,T87
P52948,T90
P52948,T94
P52948,S96
P52948,T99
P52948,S100
P52948,T122
P52948,S123
P52948,T124
P52948,S125
P52948,S126
P52948,T168
P52948,T184
P52948,T223
P52948,T224
P52948,T225
P52948,S230
P52948,S231
P52948,T234
P52948,S235
P52948,S236
P52948,T238
P52948,S242
P52948,S243
P52948,S244
P52948,T245
P52948,T246
P52948,S248
P52948,T257
P52948,S262
P52948,T263
P52948,T264
P52948,T268
P52948,T281
P52948,T282
P52948,S286
P52948,T293
P52948,T294
P52948,T295
P52948,T298
P52948,T315
P52948,T322
P52948,S325
P52948,T333
P52948,T335
P52948,T337
P52948,S338
P52948,T341
P52948,T347
P52948,S362
P52948,T371
P52948,T372
P52948,S375
P52948,S376
P52948,T377
P52948,T378
P52948,S379
P52948,T385
P52948,T386
P52948,S387
P52948,S415
P52948,S418
P52948,T428
P52948,T439
P52948,S447
P52948,T462
P52948,T472
P52948,T473
P52948,T474
P52948,T476
P52948,T489
P52948,S494
P52948,S507
P52948,S516
P52948,T567
P52948,T568
P52948,S673
P52948,S679
P52948,S888
P52948,S1014
P52948,S1018
P52948,S1034
P52948,S1036
P52948,S1039
P52948,T1054
P52948,S1062
P52948,S1064
P52948,T1082
P61964,S21
P61964,T82
Q07021,S210
Q13615,S210
Q13615,S211
Q13615,S996
Q5VZE5,S210
Q5VZE5,S213
P42568,S211
P18433,S211
Q9HCN8,S211
Q16186,S211
Q16186,S213
Q16186,T217
Q16186,S219
Q16186,S220
Q16186,T221
Q16186,T222
Q16186,S223
Q16186,S224
Q16186,T225
Q96PU8,S211
Q96PU8,S217
P26640,S211
P26640,S981
Q3YEC7,S212
Q3YEC7,S213
Q3YEC7,S525
Q04727,S212
Q04727,S295
Q04727,T318
Q04727,S321
Q04727,T330
Q04727,T334
Q04727,S337
Q04727,T340
Q04727,S358
Q04727,S359
Q9NUI1,S212
Q9NUI1,T214
Q96PY5,S212
Q96PY5,T913
O60934,S213
Q9C0D5,S213
Q9C0D5,S214
Q9C0D5,S291
Q9C0D5,S300
Q9C0D5,S1477
Q9C0D5,S1537
Q9C0D5,T1590
Q9C0D5,S1662
Q9C0D5,S1671
Q9C0D5,S1676
Q9C0D5,S1814
Q99700,S213
Q99700,S216
